responseid,starttime,endtime,verbal,direction,condition,consent,check,gender,age,answer,dv,extreme,stock
R_10ODVPiIxRMn4Jr,3/30/2018 10:27,3/30/2018 10:28,0,1,numeric with direction,1,4,2,29,2,9,1,UFS
R_1i8voXDFQIlSb5E,3/30/2018 13:15,3/30/2018 13:16,0,1,numeric with direction,1,4,2,32,1,7,0,GIL
R_2YfYOxfclEHbE4Y,3/30/2018 9:30,3/30/2018 9:32,0,1,numeric with direction,1,4,1,24,1,2,0,LPT
R_3M0a6Vj91fwluwC,3/30/2018 9:35,3/30/2018 9:37,0,1,numeric with direction,1,4,1,24,2,6,0,RHI
R_3O16iwQ9GGqm76s,3/30/2018 10:01,3/30/2018 10:04,0,1,numeric with direction,1,4,2,33,1,7,0,UFS
R_21BM12srzymPKAb,3/30/2018 9:24,3/30/2018 9:25,0,1,numeric with direction,1,4,1,35,2,7,0,CFX
R_21BM6flpT3wwfAJ,3/30/2018 11:23,3/30/2018 11:25,0,1,numeric with direction,1,4,1,33,1,7,0,GIL
R_3isggPuQ30rEtYE,3/30/2018 9:29,3/30/2018 9:30,0,1,numeric with direction,1,4,2,35,2,5,0,HEP
R_TnleONEo2C7GelP,3/30/2018 12:56,3/30/2018 12:57,0,1,numeric with direction,1,4,2,27,1,8,1,GIL
R_3kb97Nn66ZvZbVn,3/30/2018 9:46,3/30/2018 9:47,0,1,numeric with direction,1,4,1,30,1,7,0,GIL
R_3rVANbQ3yNQbD2h,3/30/2018 11:11,3/30/2018 11:13,0,1,numeric with direction,1,4,2,51,1,8,1,GIL
R_1OUJOY7Zno0ZGox,3/30/2018 11:50,3/30/2018 11:54,0,1,numeric with direction,1,4,2,44,1,6,0,LPT
R_2ZICTfE3o5gx8uf,3/30/2018 9:48,3/30/2018 9:51,0,1,numeric with direction,1,4,2,22,1,9,1,HEP
R_2Yu05CFunBt3QMk,3/30/2018 9:24,3/30/2018 9:26,0,1,numeric with direction,1,4,2,27,1,7,0,FII
R_2dWIC4YCcGDyf3R,3/30/2018 9:50,3/30/2018 9:52,0,1,numeric with direction,1,4,1,42,2,7,0,TEP
R_3PG0vpUilw9gP9i,3/30/2018 12:50,3/30/2018 12:52,0,1,numeric with direction,1,4,1,38,1,2,0,FII
R_3oN3SQ5E5MaTAJF,3/30/2018 10:19,3/30/2018 10:20,0,1,numeric with direction,1,4,1,33,2,6,0,TEP
R_1JR7Pc3rcQbp2zr,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,30,2,8,1,FII
R_2anatdBoExFdzhl,3/30/2018 9:59,3/30/2018 10:02,0,1,numeric with direction,1,4,1,37,2,7,0,FII
R_1K0xCtglLN8QKHh,3/30/2018 9:44,3/30/2018 9:45,0,1,numeric with direction,1,4,1,25,2,7,0,SCI
R_32KJ0wnWtzNAPMf,3/30/2018 9:32,3/30/2018 9:33,0,1,numeric with direction,1,4,1,46,1,7,0,UFS
R_232aF4tqAAIqqlY,3/30/2018 9:47,3/30/2018 9:48,0,1,numeric with direction,1,4,2,23,2,7,0,CFX
R_1jByDmaQxgi6hpZ,3/30/2018 9:25,3/30/2018 9:27,0,1,numeric with direction,1,4,1,35,1,6,0,CFX
R_2B55SM08Yhu42OJ,3/30/2018 12:53,3/30/2018 12:56,0,1,numeric with direction,1,4,2,42,2,8,1,VET
R_3ixIB0KQ5luqySF,3/30/2018 9:46,3/30/2018 9:47,0,1,numeric with direction,1,4,1,35,1,7,0,UFS
R_3I3InUrNsBYv03j,3/30/2018 10:02,3/30/2018 10:05,0,1,numeric with direction,1,4,1,51,1,9,1,RHI
R_1i9wfb3fuOtT4KT,3/30/2018 13:19,3/30/2018 13:22,0,1,numeric with direction,1,4,1,20,1,6,0,UFS
R_yQpERC2vPwlCZ4l,3/30/2018 9:47,3/30/2018 9:49,0,1,numeric with direction,1,4,1,26,1,7,0,SCI
R_3Ebh0piQy3vTeg5,3/30/2018 13:03,3/30/2018 13:05,0,1,numeric with direction,1,4,1,26,2,7,0,TEP
R_3Oj3OuzsrnnhM65,3/30/2018 11:47,3/30/2018 11:50,0,1,numeric with direction,1,4,1,30,2,7,0,FII
R_2fBBbea7rovRRET,3/30/2018 14:22,3/30/2018 14:24,0,1,numeric with direction,1,4,1,39,1,7,0,SCI
R_2X7fk4JBBrTSz3n,3/30/2018 9:54,3/30/2018 9:56,0,1,numeric with direction,1,4,1,43,1,5,0,UFS
R_6XPxTIitgxoWBnH,3/30/2018 12:56,3/30/2018 13:00,0,1,numeric with direction,1,4,2,60,2,7,0,HEP
R_1gSFhZlrtjaBVhn,3/30/2018 9:39,3/30/2018 9:42,0,1,numeric with direction,1,4,1,41,1,6,0,RHI
R_3s4FquP61g6RzdC,3/30/2018 9:57,3/30/2018 10:00,0,1,numeric with direction,1,4,1,29,1,7,0,TEP
R_3s4FquP61g6RzdC,3/30/2018 9:57,3/30/2018 10:00,0,1,numeric with direction,1,4,1,29,2,7,0,TEP
R_sS8Cd95rO4n46TD,3/30/2018 10:13,3/30/2018 10:16,0,1,numeric with direction,1,4,1,33,2,7,0,RHI
R_3J8FHSgNnuoaHkM,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,38,1,7,0,TEP
R_2qwwntySKkCn7lD,3/30/2018 13:22,3/30/2018 13:24,0,1,numeric with direction,1,4,1,74,2,7,0,HEP
R_1IX97MlCy5nLzhb,3/30/2018 10:11,3/30/2018 10:15,0,1,numeric with direction,1,4,1,57,2,7,0,SCI
R_21BM12srzymPKAb,3/30/2018 9:24,3/30/2018 9:25,0,1,numeric with direction,1,4,1,35,1,7,0,CFX
R_2fpT8n4ECWvrRZw,3/30/2018 14:39,3/30/2018 14:41,0,1,numeric with direction,1,4,1,55,2,7,0,LPT
R_3O16iwQ9GGqm76s,3/30/2018 10:01,3/30/2018 10:04,0,1,numeric with direction,1,4,2,33,2,6,0,UFS
R_10uaYcnc24EZb57,3/30/2018 12:26,3/30/2018 12:28,0,1,numeric with direction,1,4,1,28,1,7,0,VET
R_vribrGcgyGaIQcF,3/30/2018 9:36,3/30/2018 9:38,0,1,numeric with direction,1,4,1,40,2,7,0,HEP
R_2rBAS60IYzBqZOY,3/30/2018 9:27,3/30/2018 9:29,0,1,numeric with direction,1,4,1,40,2,7,0,VET
R_AoqYMAXTJEc3LC9,3/30/2018 11:37,3/30/2018 11:38,0,1,numeric with direction,1,4,1,47,1,7,0,VET
R_3PG0vpUilw9gP9i,3/30/2018 12:50,3/30/2018 12:52,0,1,numeric with direction,1,4,1,38,2,2,0,FII
R_1FP9AgW3bFc1sOp,3/30/2018 9:58,3/30/2018 10:00,0,1,numeric with direction,1,4,1,32,2,9,1,SCI
R_1PbdjSaxMA1paac,3/30/2018 10:52,3/30/2018 10:55,0,1,numeric with direction,1,4,2,28,1,7,0,HEP
R_2YsJiL0WepckVK5,3/30/2018 13:30,3/30/2018 13:32,0,1,numeric with direction,1,4,2,28,2,7,0,TEP
R_1ite0d0frKXfsmq,3/30/2018 10:46,3/30/2018 10:48,0,1,numeric with direction,1,4,2,34,1,7,0,LPT
R_1C4wUEzWWyZRKYU,3/30/2018 12:16,3/30/2018 12:19,0,1,numeric with direction,1,4,1,43,2,10,1,UFS
R_DzXYnnYanUpH9WV,3/30/2018 13:27,3/30/2018 13:29,0,1,numeric with direction,1,4,1,39,2,7,0,CFX
R_1EZnRFVkHW5xPyx,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,2,46,1,6,0,GIL
R_1mmSNEIGsrhbZ7s,3/30/2018 9:40,3/30/2018 9:42,0,1,numeric with direction,1,4,1,40,1,6,0,GIL
R_3fkobaMq7idx1vq,3/30/2018 12:07,3/30/2018 12:09,0,1,numeric with direction,1,4,2,39,2,7,0,LPT
R_1PRYcMs9pa4HDqs,3/30/2018 12:02,3/30/2018 12:05,0,1,numeric with direction,1,4,1,33,2,6,0,GIL
R_vAF8S1sAlRKkGIN,3/30/2018 10:55,3/30/2018 10:56,0,1,numeric with direction,1,4,1,25,1,7,0,TEP
R_PFJX9PTejALNHFv,3/30/2018 13:47,3/30/2018 13:49,0,1,numeric with direction,1,4,1,26,1,6,0,CFX
R_1BR76dKXDVN5ufh,3/30/2018 9:52,3/30/2018 9:53,0,1,numeric with direction,1,4,1,22,2,7,0,CFX
R_3nNQ6yi02gm19qR,3/30/2018 9:43,3/30/2018 9:47,0,1,numeric with direction,1,4,1,43,2,7,0,VET
R_1JJIL1nlx9mh2cl,3/30/2018 9:38,3/30/2018 9:40,0,1,numeric with direction,1,4,1,21,2,6,0,FII
R_3HNwFeaPTzKhDxv,3/30/2018 9:40,3/30/2018 9:44,0,1,numeric with direction,1,4,2,47,1,9,1,GIL
R_1IErSaDb1Z0t1ha,3/30/2018 9:54,3/30/2018 9:56,0,1,numeric with direction,1,4,1,39,1,7,0,HEP
R_2ZICTfE3o5gx8uf,3/30/2018 9:48,3/30/2018 9:51,0,1,numeric with direction,1,4,2,22,2,9,1,HEP
R_3oOfu3GRWCFQ79I,3/30/2018 9:35,3/30/2018 9:37,0,1,numeric with direction,1,4,2,65,1,10,1,CFX
R_5yTyygKsAzlkc3D,3/30/2018 10:46,3/30/2018 10:48,0,1,numeric with direction,1,4,1,26,2,7,0,UFS
R_1Pbjwa1Pjpa5T0G,3/30/2018 10:27,3/30/2018 10:28,0,1,numeric with direction,1,4,1,25,1,7,0,RHI
R_3EKFWLfloanJrvd,3/30/2018 10:29,3/30/2018 10:32,0,1,numeric with direction,1,4,2,31,1,7,0,VET
R_3EFIsAHHBIAbuzF,3/30/2018 11:57,3/30/2018 12:07,0,1,numeric with direction,1,4,2,30,1,7,0,UFS
R_2D7DSpJqzg0t9el,3/30/2018 9:57,3/30/2018 9:58,0,1,numeric with direction,1,4,1,33,1,4,0,SCI
R_25N2u5DbMeXfS4N,3/30/2018 10:53,3/30/2018 11:02,0,1,numeric with direction,1,4,2,24,2,7,0,FII
R_sS8Cd95rO4n46TD,3/30/2018 10:13,3/30/2018 10:16,0,1,numeric with direction,1,4,1,33,1,7,0,RHI
R_OHbLEzX4bxuNTvb,3/30/2018 9:26,3/30/2018 9:27,0,1,numeric with direction,1,4,2,33,2,7,0,FII
R_3EaHjetgikuowtx,3/30/2018 9:57,3/30/2018 10:01,0,1,numeric with direction,1,4,2,30,1,7,0,FII
R_xrpVHmsasWeOb4J,3/30/2018 9:53,3/30/2018 9:55,0,1,numeric with direction,1,4,2,46,2,7,0,VET
R_1jByDmaQxgi6hpZ,3/30/2018 9:25,3/30/2018 9:27,0,1,numeric with direction,1,4,1,35,2,7,0,CFX
R_33ptCmWdMrzpFMs,3/30/2018 9:52,3/30/2018 9:55,0,1,numeric with direction,1,4,1,68,1,6,0,HEP
R_2BxlPCbRLrZJy3J,3/30/2018 9:30,3/30/2018 9:31,0,1,numeric with direction,1,4,1,64,2,6,0,VET
R_33ptCmWdMrzpFMs,3/30/2018 9:52,3/30/2018 9:55,0,1,numeric with direction,1,4,1,68,2,7,0,HEP
R_3rGUoWn75GfsxYr,3/30/2018 10:15,3/30/2018 10:17,0,1,numeric with direction,1,4,1,46,1,7,0,CFX
R_1EajUPTDByU7JFz,3/30/2018 13:50,3/30/2018 13:53,0,1,numeric with direction,1,4,1,39,1,7,0,FII
R_32KJ0wnWtzNAPMf,3/30/2018 9:32,3/30/2018 9:33,0,1,numeric with direction,1,4,1,46,2,7,0,UFS
R_2xP4CdjKyDgiNR4,3/30/2018 13:05,3/30/2018 13:08,0,1,numeric with direction,1,4,1,45,2,8,1,HEP
R_2X7fk4JBBrTSz3n,3/30/2018 9:54,3/30/2018 9:56,0,1,numeric with direction,1,4,1,43,2,6,0,UFS
R_5uP4dzaOWY1hCtX,3/30/2018 9:34,3/30/2018 9:39,0,1,numeric with direction,1,4,2,36,1,8,1,UFS
R_32RWOh8Fx8SYWGN,3/30/2018 10:05,3/30/2018 10:08,0,1,numeric with direction,1,4,1,21,2,7,0,HEP
R_9NTEC3KAORocTLz,3/30/2018 10:25,3/30/2018 10:26,0,1,numeric with direction,1,4,1,24,1,5,0,SCI
R_3JrCMYfDSdt39P0,3/30/2018 14:41,3/30/2018 14:43,0,1,numeric with direction,1,4,2,64,1,7,0,GIL
R_UWT3Te28qlhbMFr,3/30/2018 9:25,3/30/2018 9:28,0,1,numeric with direction,1,4,2,59,1,7,0,CFX
R_3P7fCJx6hVEjmLT,3/30/2018 13:39,3/30/2018 13:41,0,1,numeric with direction,1,4,1,32,2,2,0,SCI
R_31a8IqrQ1dsIxvs,3/30/2018 9:24,3/30/2018 9:27,0,1,numeric with direction,1,4,1,43,2,9,1,SCI
R_u4hX9U42ReDhUFH,3/30/2018 12:23,3/30/2018 12:26,0,1,numeric with direction,1,4,2,30,1,5,0,RHI
R_dbWeGzjKjued8MF,3/30/2018 10:12,3/30/2018 10:15,0,1,numeric with direction,1,4,2,58,2,7,0,UFS
R_1FRl5vxqr6VScqx,3/30/2018 12:10,3/30/2018 12:12,0,1,numeric with direction,1,4,1,25,1,7,0,TEP
R_1PRYcMs9pa4HDqs,3/30/2018 12:02,3/30/2018 12:05,0,1,numeric with direction,1,4,1,33,1,6,0,GIL
R_a2BOPNcexUUTjW1,3/30/2018 9:26,3/30/2018 9:29,0,1,numeric with direction,1,4,1,19,2,7,0,LPT
R_2VObhdeZfb4vjhB,3/30/2018 11:34,3/30/2018 11:37,0,1,numeric with direction,1,4,2,38,1,7,0,FII
R_1GC7u1n3mdkl565,3/30/2018 11:13,3/30/2018 11:31,0,1,numeric with direction,1,4,2,31,2,7,0,TEP
R_1MQCylwUsjGRB8L,3/30/2018 11:40,3/30/2018 11:42,0,1,numeric with direction,1,4,2,25,1,7,0,HEP
R_1nZawaIZqgV8kNo,3/30/2018 13:57,3/30/2018 14:03,0,1,numeric with direction,1,4,1,43,1,1,0,RHI
R_3NxjbwvvxORrBp4,3/30/2018 11:54,3/30/2018 11:56,0,1,numeric with direction,1,4,2,44,2,6,0,VET
R_1jWmkcYavIzzTGB,3/30/2018 9:44,3/30/2018 9:45,0,1,numeric with direction,1,4,1,24,1,7,0,UFS
R_2pLkUSK0hhmuMPt,3/30/2018 10:51,3/30/2018 10:54,0,1,numeric with direction,1,4,2,28,2,7,0,CFX
R_1FRl5vxqr6VScqx,3/30/2018 12:10,3/30/2018 12:12,0,1,numeric with direction,1,4,1,25,2,7,0,TEP
R_3LiHiu0EsHwLkTD,3/30/2018 9:36,3/30/2018 9:38,0,1,numeric with direction,1,4,1,25,1,5,0,VET
R_3M0a6Vj91fwluwC,3/30/2018 9:35,3/30/2018 9:37,0,1,numeric with direction,1,4,1,24,1,6,0,RHI
R_1ite0d0frKXfsmq,3/30/2018 10:46,3/30/2018 10:48,0,1,numeric with direction,1,4,2,34,2,7,0,LPT
R_2tsyfOeqImCooBS,3/30/2018 14:27,3/30/2018 14:27,0,1,numeric with direction,1,4,2,38,2,5,0,TEP
R_3J8FHSgNnuoaHkM,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,38,2,8,1,TEP
R_3MiMABAVpvsF7vj,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,21,2,7,0,CFX
R_AoqYMAXTJEc3LC9,3/30/2018 11:37,3/30/2018 11:38,0,1,numeric with direction,1,4,1,47,2,7,0,VET
R_AI4mrQJ63b5yD8R,3/30/2018 14:28,3/30/2018 14:31,0,1,numeric with direction,1,4,1,50,1,7,0,UFS
R_2xP4CdjKyDgiNR4,3/30/2018 13:05,3/30/2018 13:08,0,1,numeric with direction,1,4,1,45,1,8,1,HEP
R_2TyEcQEfwpmP7fr,3/30/2018 9:56,3/30/2018 9:58,0,1,numeric with direction,1,4,2,33,2,7,0,RHI
R_BLlJ3PcU50zAwU1,3/30/2018 14:18,3/30/2018 14:21,0,1,numeric with direction,1,4,2,49,1,7,0,UFS
R_2WupAOTapGZeItR,3/30/2018 11:05,3/30/2018 11:07,0,1,numeric with direction,1,4,2,36,2,7,0,LPT
R_1nZawaIZqgV8kNo,3/30/2018 13:57,3/30/2018 14:03,0,1,numeric with direction,1,4,1,43,2,3,0,RHI
R_1IF7oggYvozNQBt,3/30/2018 11:12,3/30/2018 11:14,0,1,numeric with direction,1,4,1,30,2,9,1,LPT
R_3lDmKpsULlhYUI0,3/30/2018 10:31,3/30/2018 10:33,0,1,numeric with direction,1,4,1,52,1,6,0,RHI
R_10ODVPiIxRMn4Jr,3/30/2018 10:27,3/30/2018 10:28,0,1,numeric with direction,1,4,2,29,1,8,1,UFS
R_W82NI91uOwWxPXP,3/30/2018 9:24,3/30/2018 9:25,0,1,numeric with direction,1,4,1,34,1,7,0,GIL
R_e9iB1h5nilS6pPj,3/30/2018 9:40,3/30/2018 9:44,0,1,numeric with direction,1,4,2,56,1,9,1,HEP
R_1EZnRFVkHW5xPyx,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,2,46,2,7,0,GIL
R_1gFrDn2BFSk7RCq,3/30/2018 9:35,3/30/2018 9:38,0,1,numeric with direction,1,4,2,28,2,9,1,GIL
R_1iqAeV2ber31XAx,3/30/2018 13:15,3/30/2018 13:17,0,1,numeric with direction,1,4,1,26,1,7,0,HEP
R_1GC7u1n3mdkl565,3/30/2018 11:13,3/30/2018 11:31,0,1,numeric with direction,1,4,2,31,1,7,0,TEP
R_XSrzGbCVAYOWThn,3/30/2018 10:38,3/30/2018 10:40,0,1,numeric with direction,1,4,1,49,1,7,0,UFS
R_1BUV26VXVKcGMZZ,3/30/2018 11:08,3/30/2018 11:10,0,1,numeric with direction,1,4,1,34,2,8,1,SCI
R_24hJV3bIQZAbWXQ,3/30/2018 11:37,3/30/2018 11:39,0,1,numeric with direction,1,4,1,33,1,6,0,LPT
R_2zNl6CkElfYnV0o,3/30/2018 10:42,3/30/2018 10:44,0,1,numeric with direction,1,4,2,56,1,7,0,CFX
R_2B55SM08Yhu42OJ,3/30/2018 12:53,3/30/2018 12:56,0,1,numeric with direction,1,4,2,42,1,8,1,VET
R_1IF7oggYvozNQBt,3/30/2018 11:12,3/30/2018 11:14,0,1,numeric with direction,1,4,1,30,1,7,0,LPT
R_1C4wUEzWWyZRKYU,3/30/2018 12:16,3/30/2018 12:19,0,1,numeric with direction,1,4,1,43,1,9,1,UFS
R_2SvGn6wKeRrT911,3/30/2018 9:58,3/30/2018 10:00,0,1,numeric with direction,1,4,1,24,2,6,0,UFS
R_W68w2grv3zah0e5,3/30/2018 14:16,3/30/2018 14:17,0,1,numeric with direction,1,4,1,28,1,7,0,HEP
R_yDSAqbQSCTMZCp3,3/30/2018 10:45,3/30/2018 10:46,0,1,numeric with direction,1,4,2,31,2,7,0,VET
R_3MiMABAVpvsF7vj,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,21,1,5,0,CFX
R_2akLsIU2oCLEbn0,3/30/2018 12:43,3/30/2018 12:47,0,1,numeric with direction,1,4,1,30,2,7,0,UFS
R_1j8v1fkgWUmJArk,3/30/2018 10:38,3/30/2018 10:40,0,1,numeric with direction,1,4,1,37,2,7,0,SCI
R_28RLen8zSPaJFRH,3/30/2018 11:31,3/30/2018 11:42,,,,1,6,,,1,,,
R_2tDL6JB01xcp0tl,3/30/2018 13:08,3/30/2018 13:09,,,,1,7,,,2,,,
R_blQNFa1PENt7wNb,3/30/2018 10:08,3/30/2018 10:09,,,,1,11,,,1,,,
R_1mUzpqlR38UVPgI,3/30/2018 10:35,3/30/2018 10:35,,,,1,8,,,1,,,
R_2U464p08LzvXVgw,3/30/2018 10:44,3/30/2018 10:45,,,,1,1,,,2,,,
R_1f1JrVqjT5wMpAM,3/30/2018 13:33,3/30/2018 13:33,,,,1,3,,,1,,,
R_1ounUjs9ED3hBOX,3/30/2018 11:48,3/30/2018 11:49,,,,1,8,,,1,,,
R_Z3SAPeYeOQwxQrf,3/30/2018 9:31,3/30/2018 9:33,,,,1,1,,,1,,,
R_3eyNAGT4VhTAnmr,3/30/2018 11:35,3/30/2018 11:37,,,,1,8,,,1,,,
R_3JK5EirqldRn8tL,3/30/2018 12:29,3/30/2018 12:30,,,,1,3,,,1,,,
R_233rGKL0gkr4DYE,3/30/2018 9:59,3/30/2018 10:00,,,,1,1,,,1,,,
R_1mt4Uyfz0tMvjDx,3/30/2018 11:13,3/30/2018 11:17,,,,1,2,,,1,,,
R_1OOaZwCrV14edVA,3/30/2018 9:57,3/30/2018 9:59,,,,1,3,,,1,,,
R_22A0kvB64glCb6E,3/30/2018 14:26,3/30/2018 14:26,,,,1,11,,,1,,,
R_sR4wGL6cYprUXaV,3/30/2018 9:54,3/30/2018 9:55,,,,1,1,,,2,,,
R_8Hb5VECkAsr9Pb3,3/30/2018 10:18,3/30/2018 10:19,,,,1,11,,,2,,,
R_33xKwdRPB0xDD72,3/30/2018 9:43,3/30/2018 9:43,,,,1,10,,,1,,,
R_33sb5fyUkEL6IcR,3/30/2018 14:33,3/30/2018 14:33,,,,1,8,,,2,,,
R_11daMWpTb9P5cxv,3/30/2018 9:51,3/30/2018 9:52,,,,1,3,,,2,,,
R_Q9ZH7ZKhS4aedz3,3/30/2018 9:28,3/30/2018 9:28,,,,1,8,,,2,,,
R_246J0TbvE8ER7VP,3/30/2018 11:03,3/30/2018 11:04,,,,1,11,,,1,,,
R_2AMOW8gP2wq1rEb,3/30/2018 11:50,3/30/2018 11:51,,,,1,3,,,1,,,
R_2AMOW8gP2wq1rEb,3/30/2018 11:50,3/30/2018 11:51,,,,1,3,,,2,,,
R_vIuYcORz7z0JnHz,3/30/2018 12:08,3/30/2018 12:09,,,,,,,,2,,,
R_3rNafglFGJXTzR5,3/30/2018 13:44,3/30/2018 13:44,,,,1,1,,,2,,,
R_2wN64GGha9aqDxi,3/30/2018 9:46,3/30/2018 9:47,,,,1,3,,,2,,,
R_byeSFL8cPspuxZT,3/30/2018 10:18,3/30/2018 10:18,,,,1,1,,,1,,,
R_2OUATNCJWScECBu,3/30/2018 11:16,3/30/2018 11:17,,,,1,7,,,1,,,
R_xsBEf06sm6AR3kB,3/30/2018 10:41,3/30/2018 10:42,,,,1,1,,,2,,,
R_1pSZVjdA9rFDHQO,3/30/2018 11:59,3/30/2018 12:00,,,,1,9,,,1,,,
R_1eDZjaysqRpHs3X,3/30/2018 9:33,3/30/2018 9:33,,,,1,3,,,2,,,
R_2DNV7JSI8OX4VaD,3/30/2018 10:21,3/30/2018 10:22,,,,1,10,,,2,,,
R_xctyi7NWYuBPHEd,3/30/2018 10:25,3/30/2018 10:26,,,,1,2,,,1,,,
R_2xFS07nyAvHk9uv,3/30/2018 11:40,3/30/2018 11:40,,,,1,10,,,1,,,
R_2BroJcKnSihsSQl,3/30/2018 9:46,3/30/2018 9:47,,,,1,11,,,1,,,
R_1JOVQ6fqK5P9FuE,3/30/2018 13:03,3/30/2018 13:03,,,,1,,,,1,,,
R_3MbANGTsRSquOr3,3/30/2018 9:49,3/30/2018 9:50,,,,1,3,,,2,,,
R_2q2BKl7YAudBMQb,3/30/2018 11:42,3/30/2018 11:43,,,,1,1,,,2,,,
R_8rl2OcYDnqd5JgB,3/30/2018 9:39,3/30/2018 9:39,,,,1,6,,,1,,,
R_2wpOEfoNaoJFbez,3/30/2018 9:48,3/30/2018 9:49,,,,1,11,,,2,,,
R_2aJ1bklQzWy5IMg,3/30/2018 10:54,3/30/2018 10:54,,,,1,8,,,2,,,
R_1jIexYVFMjIctis,3/30/2018 13:30,3/30/2018 13:30,,,,1,10,,,1,,,
R_1OOaZwCrV14edVA,3/30/2018 9:57,3/30/2018 9:59,,,,1,3,,,2,,,
R_11daMWpTb9P5cxv,3/30/2018 9:51,3/30/2018 9:52,,,,1,3,,,1,,,
R_1jInSvIG9rLjEcw,3/30/2018 12:44,3/30/2018 12:45,,,,1,3,,,1,,,
R_3nuCwWXET8WRGbg,3/30/2018 10:31,3/30/2018 10:31,,,,1,3,,,1,,,
R_1Kew8LHaeVn8lNe,3/30/2018 13:41,3/30/2018 13:42,,,,1,6,,,2,,,
R_6gT2ZDcutoNkwhj,3/30/2018 9:42,3/30/2018 9:43,,,,1,1,,,2,,,
R_BAhaVyGdj5YTh1T,3/30/2018 9:33,3/30/2018 9:33,,,,1,9,,,1,,,
R_2qw7EDpLAaEyjxf,3/30/2018 9:47,3/30/2018 9:47,,,,1,11,,,1,,,
R_1H6o7gtLX9gsbuU,3/30/2018 10:10,3/30/2018 10:11,,,,1,1,,,1,,,
R_3ewQ5XuWGxf5Bcz,3/30/2018 12:20,3/30/2018 12:21,,,,1,11,,,2,,,
R_3MbANGTsRSquOr3,3/30/2018 9:49,3/30/2018 9:50,,,,1,3,,,1,,,
R_6gT2ZDcutoNkwhj,3/30/2018 9:42,3/30/2018 9:43,,,,1,1,,,1,,,
R_1JOVQ6fqK5P9FuE,3/30/2018 13:03,3/30/2018 13:03,,,,1,,,,2,,,
R_2q41xoeubhkvsP5,3/30/2018 11:06,3/30/2018 11:10,,,,1,1,,,2,,,
R_1C6XVH6IUCiO2v7,3/30/2018 9:26,3/30/2018 9:26,,,,1,4,,,2,,,
R_3EAsePNMBuWQhhU,3/30/2018 11:43,3/30/2018 11:44,,,,1,10,,,1,,,
R_AtaRe0ZTpPamK1r,3/30/2018 13:27,3/30/2018 13:28,,,,1,10,,,2,,,
R_BLITtKGNbV87EdP,3/30/2018 13:26,3/30/2018 13:26,,,,1,8,,,2,,,
R_2yr3TFtHAvmK8KR,3/30/2018 9:53,3/30/2018 9:54,,,,1,1,,,1,,,
R_9Lg5ZFtLxtOs6EV,3/30/2018 9:50,3/30/2018 9:51,,,,1,1,,,1,,,
R_3iL9MATNWYx2mrr,3/30/2018 10:11,3/30/2018 10:12,,,,1,3,,,1,,,
R_2aOJidqOmyLdtuK,3/30/2018 9:41,3/30/2018 9:42,,,,1,2,,,1,,,
R_1S2uZVXse94g7h7,3/30/2018 9:38,3/30/2018 9:40,,,,1,11,,,1,,,
R_vjJh1pIHhDV5PX3,3/30/2018 9:26,3/30/2018 9:26,,,,1,11,,,2,,,
R_AvoeBAEMdk0opsR,3/30/2018 14:09,3/30/2018 14:09,,,,1,5,,,2,,,
R_9Lg5ZFtLxtOs6EV,3/30/2018 9:50,3/30/2018 9:51,,,,1,1,,,2,,,
R_2qgbLx85J5dRWLJ,3/30/2018 9:50,3/30/2018 9:51,,,,1,9,,,1,,,
R_3Pq0feyt9CdnxKg,3/30/2018 9:38,3/30/2018 9:38,,,,1,1,,,1,,,
R_1PZYupG9lXYYFEq,3/30/2018 10:37,3/30/2018 10:37,,,,1,1,,,1,,,
R_27CH04L2HzqxTre,3/30/2018 13:27,3/30/2018 13:28,,,,1,11,,,2,,,
R_2wpOEfoNaoJFbez,3/30/2018 9:48,3/30/2018 9:49,,,,1,11,,,1,,,
R_6KJ5KBwZjtBKUFj,3/30/2018 9:52,3/30/2018 9:53,,,,1,6,,,1,,,
R_u1ZbBDp687wo93z,3/30/2018 9:38,3/30/2018 9:38,,,,1,3,,,2,,,
R_1DuHxWWiImz7Bb7,3/30/2018 9:26,3/30/2018 9:26,,,,1,1,,,1,,,
R_3ERVpVVg0FkbA0R,3/30/2018 9:49,3/30/2018 9:50,,,,1,3,,,2,,,
R_2DNV7JSI8OX4VaD,3/30/2018 10:21,3/30/2018 10:22,,,,1,10,,,1,,,
R_1E6iYojRAcMoewQ,3/30/2018 9:47,3/30/2018 9:48,,,,1,9,,,2,,,
R_2YFJ6AKCiW0Cxld,3/30/2018 13:00,3/30/2018 13:01,,,,1,11,,,2,,,
R_1pYYIHekbIeswGK,3/30/2018 12:19,3/30/2018 12:19,,,,1,2,,,1,,,
R_3NCiWi1AblyOwRs,3/30/2018 9:59,3/30/2018 9:59,,,,1,7,,,1,,,
